bug_id,description_stemmed,Severity,Severity_category
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
161502,gener paramet like list extend pointcut throw unsupport oper except unsupportedoperationexcept java lang unsupport oper except unsupportedoperationexcept aspectj weaver unresolv type unresolvedtyp parameter unresolv type unresolvedtyp java aspectj weaver pattern exact type pattern exacttypepattern parameter with parameterizewith exact type pattern exacttypepattern java aspectj weaver pattern signatur pattern signaturepattern parameter with parameterizewith signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut parameter with parameterizewith kind pointcut kindedpointcut java aspectj weaver bcel bcel advic bceladvic parameter with parameterizewith bcel advic bceladvic java aspectj weaver resolv type resolvedtyp get declar advic getdeclaredadvic resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get declar shadow munger getdeclaredshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect shadow munger collectshadowmung resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp collect crosscut member collectcrosscuttingmemb resolv type resolvedtyp java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver crosscut member set crosscuttingmembersset add or replac aspect addorreplaceaspect crosscut member set crosscuttingmembersset java aspectj weaver bcel bcel weaver bcelweav prepar for weav prepareforweav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag batch build batchbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java unsupport oper except unsupportedoperationexcept thrown unabl parameter unresolv type pjava util list ljava lang object reproduc except compil follow code snippet import java util array list arraylist import java util list import aspectj lang proceed join point proceedingjoinpoint import aspectj lang annot around import aspectj lang annot aspect public class main public list extend element get element getel return new array list arraylist element class element aspect static abstract class base around call list extend public list extend element list elementlist proceed join point proceedingjoinpoint thi join point thisjoinpoint tri return list extend thi join point thisjoinpoint proceed catch throwabl throw new runtim except runtimeexcept aspect static class concret extend base element public static void main string arg new main get element getel,normal,non-severe
